id_certificado,nro_certificado,fecha_aplicacion,fecha_vencimiento,hora_aplicacion,proximo_tratamiento,estado,id_cliente,created_ad,updated_ad,id_rubro,id_tratamiento,id_vector,superfice,id_drogas,codigo,id_tipo_cliente,observaciones_certificado,id_tecnico,,
16400,20511,8/4/2017,8/7/2017,13:00:00,8/7/2017,1,4477,,,1,1,1,H/300,1,250.00,,1,,,
16401,20512,8/4/2017,8/7/2017,13:00:00,8/7/2017,1,2007,,,1,1,1,H/300,1,250.00,,1,,,
16402,20513,8/4/2017,8/7/2017,13:00:00,8/7/2017,1,300,,,1,1,1,H/300,1,250.00,,1,,,
16403,20514,8/4/2017,8/7/2017,13:00:00,8/7/2017,1,936,,,1,1,1,H/300,1,250.00,,1,,,
16404,20515,8/4/2017,8/7/2017,13:00:00,8/7/2017,1,1307,,,1,1,1,H/300,1,250.00,,1,,,
16405,20516,8/4/2017,8/7/2017,13:00:00,8/7/2017,1,1419,,,1,1,1,H/300,1,500.00,,2,,,
16406,20517,8/4/2017,8/7/2017,13:00:00,8/7/2017,1,3948,,,1,1,1,H/300,1,600.00,,2,,,
16407,20518,8/4/2017,8/7/2017,13:00:00,8/7/2017,1,3947,,,1,1,1,H/300,1,600.00,,2,,,
16408,20519,8/4/2017,8/7/2017,13:00:00,8/7/2017,1,4478,,,1,1,1,H/300,1,500.00,,2,,,
16409,20520,8/4/2017,8/7/2017,13:00:00,8/7/2017,1,1990,,,1,1,1,H/300,1,800.00,,2,,,
16410,20509,8/4/2017,8/6/2017,13:00:00,8/6/2017,1,2267,,,1,1,1,H/300,1,500.00,,2,,,
16411,20520,7/4/2017,7/7/2017,13:00:00,7/7/2017,1,3074,,,1,1,1,H/300,1,280.00,,1,,,
16412,20521,7/4/2017,7/7/2017,21:45:00,7/7/2017,1,3079,,,1,1,1,H/300,1,800.00,,2,,,
16413,20522,8/4/2017,8/7/2017,20:45:00,8/7/2017,1,2969,,,1,1,1,H/300,1,600.00,,2,,,
16414,20523,10/4/2017,10/7/2017,14:00:00,10/7/2017,1,3366,,,1,1,1,H/300,1,500.00,,2,,,
16415,20524,10/4/2017,10/7/2017,13:00:00,10/7/2017,1,1341,,,1,1,1,H/300,1,250.00,,1,,,
16416,20525,10/4/2017,10/7/2017,13:00:00,10/7/2017,1,4274,,,1,1,1,H/300,1,700.00,,2,,,
16417,20526,10/4/2017,10/7/2017,13:00:00,10/7/2017,1,487,,,1,1,1,H/300,1,250.00,,1,,,
16418,20527,10/4/2017,10/7/2017,22:00:00,10/7/2017,1,2294,,,1,1,1,H/300,1,600.00,,2,,,
16419,20528,10/4/2017,10/7/2017,22:00:00,10/7/2017,1,4481,,,1,1,1,H/300,1,1200.00,,2,,,
16420,20529,10/4/2017,10/6/2017,13:00:00,10/6/2017,1,2178,,,1,1,1,H/300,1,900.00,,2,,,
16421,20530,10/4/2017,10/5/2017,13:00:00,10/5/2017,1,2558,,,1,1,1,H/300,1,250.00,,1,,,
16422,20531,10/4/2017,10/5/2017,13:00:00,10/5/2017,1,3024,,,1,1,1,H/300,1,1000.00,,2,,,
16423,20532,10/4/2017,10/5/2017,13:00:00,10/5/2017,1,2361,,,1,1,1,H/300,1,900.00,,2,,,
16424,20533,10/4/2017,10/6/2017,13:00:00,10/6/2017,1,4007,,,1,1,1,H/300,1,250.00,,1,,,
16425,20534,10/4/2017,10/7/2017,13:00:00,10/7/2017,1,639,,,1,1,1,H/300,1,250.00,,1,,,
16426,20535,10/4/2017,10/7/2017,13:00:00,10/7/2017,1,590,,,1,1,1,H/300,1,250.00,,1,,,
16427,20536,10/4/2017,10/7/2017,13:00:00,10/7/2017,1,287,,,1,1,1,H/300,1,250.00,,1,,,
16428,20537,10/4/2017,10/7/2017,13:00:00,10/7/2017,1,2263,,,1,1,1,H/300,1,250.00,,1,,,
16429,20538,10/4/2017,10/7/2017,13:00:00,10/7/2017,1,3043,,,1,1,1,H/300,1,800.00,,2,,,
16430,20539,10/4/2017,10/7/2017,13:00:00,10/7/2017,1,1430,,,1,1,1,H/300,1,250.00,,1,,,
16431,20540,10/4/2017,10/7/2017,13:00:00,10/7/2017,1,3353,,,1,1,1,H/300,1,250.00,,1,,,
16432,20541,10/4/2017,10/7/2017,13:00:00,10/7/2017,1,1119,,,1,1,1,H/300,1,250.00,,1,,,
16433,20542,10/4/2017,10/7/2017,13:00:00,10/7/2017,1,2198,,,1,1,1,H/300,1,250.00,,1,,,
16434,20543,10/4/2017,10/7/2017,13:00:00,10/7/2017,1,1971,,,1,1,1,H/300,1,250.00,,1,,,
16435,20544,10/4/2017,10/7/2017,13:00:00,10/7/2017,1,1963,,,1,1,1,H/300,1,250.00,,1,,,
16436,20545,10/4/2017,10/7/2017,13:00:00,10/7/2017,1,166,,,1,1,1,H/300,1,250.00,,1,,,
16437,20546,10/4/2017,10/7/2017,13:00:00,10/7/2017,1,2651,,,1,1,1,H/300,1,250.00,,1,,,
16438,20547,10/4/2017,10/7/2017,13:00:00,10/7/2017,1,3789,,,1,1,1,H/300,1,250.00,,1,,,
16439,20548,10/4/2017,10/7/2017,13:00:00,10/7/2017,1,3477,,,1,1,1,H/300,1,250.00,,1,,,
16440,20549,10/4/2017,10/7/2017,13:00:00,10/7/2017,1,1231,,,1,1,1,H/300,1,250.00,,1,,,
16441,20550,10/4/2017,10/7/2017,13:00:00,10/7/2017,1,2606,,,1,1,1,H/300,1,250.00,,1,,,
16442,20551,10/4/2017,10/7/2017,13:00:00,10/7/2017,1,1303,,,1,1,1,H/300,1,250.00,,1,,,
16443,20552,10/4/2017,10/7/2017,13:00:00,10/7/2017,1,1407,,,1,1,1,H/300,1,250.00,,1,,,
16444,20553,10/4/2017,10/7/2017,13:00:00,10/7/2017,1,713,,,1,1,1,H/300,1,250.00,,1,,,
16445,20554,8/4/2017,8/7/2017,13:00:00,8/7/2017,1,4482,,,1,1,1,H/300,1,250.00,,1,,,
16446,20555,8/4/2017,8/7/2017,12:30:00,8/7/2017,1,4483,,,1,1,1,H/300,1,600.00,,2,,,
16447,20572,10/4/2017,10/7/2017,13:00:00,10/7/2017,1,4106,,,1,1,1,H/300,1,700.00,,2,,,
16448,20572,8/4/2017,8/6/2017,13:00:00,8/6/2017,1,4449,,,1,1,1,H/300,1,800.00,,2,,,
16449,20573,10/4/2017,10/7/2017,18:00:00,10/7/2017,1,1312,,,1,1,1,H/300,1,700.00,,2,,,
16450,20556,11/4/2017,11/7/2017,13:00:00,11/7/2017,1,3956,,,1,1,1,H/300,1,250.00,,1,,,
16451,20557,11/4/2017,11/7/2017,13:00:00,11/7/2017,1,1740,,,1,1,1,H/300,1,250.00,,1,,,
16452,20558,11/4/2017,11/7/2017,13:00:00,11/7/2017,1,352,,,1,1,1,H/300,1,250.00,,1,,,
16453,20559,11/4/2017,11/7/2017,13:00:00,11/7/2017,1,330,,,1,1,1,H/300,1,250.00,,1,,,
16454,20560,11/4/2017,11/7/2017,13:00:00,11/7/2017,1,331,,,1,1,1,H/300,1,250.00,,1,,,
16455,20561,11/4/2017,11/7/2017,13:00:00,11/7/2017,1,2861,,,1,1,1,H/300,1,250.00,,1,,,
16456,20562,11/4/2017,11/7/2017,13:00:00,11/7/2017,1,1657,,,1,1,1,H/300,1,250.00,,1,,,
16457,20563,11/4/2017,11/7/2017,13:00:00,11/7/2017,1,1042,,,1,1,1,H/300,1,250.00,,1,,,
16458,20564,11/4/2017,11/7/2017,13:00:00,11/7/2017,1,2241,,,1,1,1,H/300,1,250.00,,1,,,
16459,20565,11/4/2017,11/7/2017,13:00:00,11/7/2017,1,2973,,,1,1,1,H/300,1,250.00,,1,,,
16460,20566,11/4/2017,11/7/2017,13:00:00,11/7/2017,1,3357,,,1,1,1,H/300,1,250.00,,1,,,
16461,20567,11/4/2017,11/7/2017,13:00:00,11/7/2017,1,187,,,1,1,1,H/300,1,250.00,,1,,,
16462,20568,11/4/2017,11/7/2017,13:00:00,11/7/2017,1,2614,,,1,1,1,H/300,1,250.00,,1,,,
16463,20569,11/4/2017,11/7/2017,13:00:00,11/7/2017,1,1287,,,1,1,1,H/300,1,250.00,,1,,,
16464,20570,11/4/2017,11/7/2017,13:00:00,11/7/2017,1,1878,,,1,1,1,H/300,1,250.00,,1,,,
16465,20571,11/4/2017,11/7/2017,13:00:00,11/7/2017,1,4281,,,1,1,1,H/300,1,0.00,,1,,,
16466,20573,10/4/2017,9/7/2017,19:00:00,9/7/2017,1,824,,,1,1,1,H/300,1,8000.00,,2,,,
16467,20573,10/4/2017,10/7/2017,13:00:00,10/7/2017,1,4101,,,1,1,1,H/300,1,250.00,,1,,,
16468,20547,10/4/2017,10/7/2017,13:00:00,10/7/2017,1,4101,,,1,1,1,H/300,1,250.00,,1,,,
16469,20574,11/4/2017,11/7/2017,13:00:00,11/7/2017,1,3415,,,1,1,1,H/300,1,250.00,,1,,,
16470,20575,11/4/2017,11/7/2017,22:00:00,11/7/2017,1,714,,,1,1,1,H/300,1,600.00,,2,,,
16471,20576,11/4/2017,11/7/2017,13:00:00,11/7/2017,1,1661,,,1,1,1,H/300,1,600.00,,2,,,
16472,20577,11/4/2017,11/7/2017,13:00:00,11/7/2017,1,393,,,1,1,1,H/300,1,450.00,,2,,,
16473,20578,11/4/2017,11/7/2017,13:00:00,11/7/2017,1,3011,,,1,1,1,H/300,1,500.00,,2,,,
16474,20581,11/4/2017,11/6/2017,13:00:00,11/6/2017,1,3931,,,1,1,1,H/300,1,3500.00,,2,,,
16475,20582,11/4/2017,11/6/2017,13:00:00,11/6/2017,1,3932,,,1,1,1,H/300,1,2500.00,,2,,,
16476,20599,11/4/2017,11/7/2017,0:00:00,11/7/2017,1,2314,,,1,1,1,H/300,1,600.00,,2,,,
16477,20600,11/4/2017,11/7/2017,20:45:00,11/7/2017,1,1203,,,1,1,1,H/300,1,500.00,,2,,,
16478,20601,11/4/2017,11/5/2017,16:00:00,11/5/2017,1,4383,,,1,1,1,H/300,1,600.00,,2,,,
16479,20579,12/4/2017,12/7/2017,13:00:00,12/7/2017,1,4484,,,1,1,1,H/300,1,300.00,,1,,,
16480,20580,12/4/2017,12/7/2017,20:50:00,12/7/2017,1,663,,,1,1,1,H/300,1,600.00,,2,,,
16481,20583,12/4/2017,12/7/2017,13:00:00,12/7/2017,1,4485,,,1,1,1,H/300,1,250.00,,1,,,
16482,20584,12/4/2017,12/7/2017,13:00:00,12/7/2017,1,2718,,,1,1,1,H/300,1,250.00,,1,,,
16483,20585,12/4/2017,12/7/2017,13:00:00,12/7/2017,1,4121,,,1,1,1,H/300,1,250.00,,1,,,
16484,20586,12/4/2017,12/7/2017,13:00:00,12/7/2017,1,3791,,,1,1,1,H/300,1,250.00,,1,,,
16485,20587,12/4/2017,12/7/2017,13:00:00,12/7/2017,1,3780,,,1,1,1,H/300,1,250.00,,1,,,
16486,20588,12/4/2017,12/7/2017,13:00:00,12/7/2017,1,2890,,,1,1,1,H/300,1,250.00,,1,,,
16487,20589,12/4/2017,12/7/2017,13:00:00,12/7/2017,1,3963,,,1,1,1,H/300,1,250.00,,1,,,
16488,20590,12/4/2017,12/7/2017,13:00:00,12/7/2017,1,3961,,,1,1,1,H/300,1,250.00,,1,,,
16489,20591,12/4/2017,12/7/2017,13:00:00,12/7/2017,1,3962,,,1,1,1,H/300,1,250.00,,1,,,
16490,20592,12/4/2017,12/7/2017,13:00:00,12/7/2017,1,3529,,,1,1,1,H/300,1,250.00,,1,,,
16491,20593,12/4/2017,12/7/2017,13:00:00,12/7/2017,1,2736,,,1,1,1,H/300,1,250.00,,1,,,
16492,20594,12/4/2017,12/7/2017,13:00:00,12/7/2017,1,1051,,,1,1,1,H/300,1,250.00,,1,,,
16493,20595,12/4/2017,12/7/2017,13:00:00,12/7/2017,1,3042,,,1,1,1,H/300,1,250.00,,1,,,
16494,20596,12/4/2017,12/7/2017,13:00:00,12/7/2017,1,3361,,,1,1,1,H/300,1,250.00,,1,,,
16495,20597,12/4/2017,12/7/2017,13:00:00,12/7/2017,1,3047,,,1,1,1,H/300,1,250.00,,1,,,
16496,20598,12/4/2017,12/7/2017,13:00:00,12/7/2017,1,3334,,,1,1,1,H/300,1,250.00,,1,,,
16497,20602,11/4/2017,11/7/2017,23:00:00,11/7/2017,1,4130,,,1,1,1,H/300,1,600.00,,2,,,
16498,20603,11/4/2017,11/7/2017,23:00:00,11/7/2017,1,3318,,,1,1,1,H/300,1,500.00,,2,,,
16499,20604,11/4/2017,11/7/2017,8:00:00,11/7/2017,1,3217,,,1,1,1,H/300,1,600.00,,2,,,
16500,20605,11/4/2017,11/7/2017,13:00:00,11/7/2017,1,4486,,,1,1,1,H/300,1,250.00,,1,,,
16501,20605,17/3/2017,17/6/2017,13:00:00,17/6/2017,1,2046,,,1,1,1,H/300,1,650.00,,2,,,
16502,20606,12/4/2017,12/7/2017,16:45:00,12/7/2017,1,2765,,,1,1,1,H/300,1,700.00,,2,,,
16503,20635,12/4/2017,12/7/2017,13:00:00,12/7/2017,1,4487,,,1,1,1,H/300,1,250.00,,1,,,
16504,20636,12/4/2017,12/6/2017,15:00:00,12/6/2017,1,4488,,,1,1,1,H/300,1,700.00,,2,,,
16505,20607,13/4/2017,13/6/2017,13:45:00,13/6/2017,1,1761,,,1,1,1,H/300,1,1350.00,,2,,,
16506,20608,14/4/2017,14/6/2017,21:00:00,14/6/2017,1,1370,,,1,1,1,H/300,1,2000.00,,2,,,
16507,20609,13/4/2017,13/6/2017,13:00:00,13/6/2017,1,3072,,,1,1,1,H/300,1,900.00,,2,,,
16508,20610,13/4/2017,13/6/2017,13:00:00,13/6/2017,1,4489,,,1,1,1,H/300,1,1100.00,,2,,,
16509,20611,13/4/2017,13/5/2017,13:00:00,13/5/2017,1,2791,,,1,1,1,H/300,1,800.00,,2,,,
16510,20612,13/4/2017,13/5/2017,13:00:00,13/5/2017,1,2866,,,1,1,1,H/300,1,900.00,,2,,,
16511,20613,13/4/2017,13/5/2017,13:00:00,13/5/2017,1,3035,,,1,1,1,H/300,1,1300.00,,2,,,
16512,20614,13/4/2017,13/5/2017,13:00:00,13/5/2017,1,4401,,,1,1,1,H/300,1,800.00,,2,,,
16513,20615,13/4/2017,13/6/2017,13:00:00,13/6/2017,1,3296,,,1,1,1,H/300,1,250.00,,1,,,
16514,20616,13/4/2017,13/6/2017,13:00:00,13/6/2017,1,3234,,,1,1,1,H/300,1,300.00,,1,,,
16515,20617,13/4/2017,13/6/2017,13:00:00,13/6/2017,1,3243,,,1,1,1,H/300,1,300.00,,1,,,
16516,20618,13/4/2017,13/6/2017,13:00:00,13/6/2017,1,1536,,,1,1,1,H/300,1,250.00,,1,,,
16517,20619,13/4/2017,13/6/2017,13:00:00,13/6/2017,1,3479,,,1,1,1,H/300,1,700.00,,2,,,
16518,20620,13/4/2017,13/6/2017,13:00:00,13/6/2017,1,3680,,,1,1,1,H/300,1,800.00,,2,,,
16519,20621,13/4/2017,13/7/2017,13:00:00,13/7/2017,1,1380,,,1,1,1,H/300,1,250.00,,1,,,
16520,20622,13/4/2017,13/7/2017,13:00:00,13/7/2017,1,4124,,,1,1,1,H/300,1,250.00,,1,,,
16521,20623,13/4/2017,13/7/2017,13:00:00,13/7/2017,1,4120,,,1,1,1,H/300,1,250.00,,1,,,
16522,20624,13/4/2017,13/7/2017,13:00:00,13/7/2017,1,4119,,,1,1,1,H/300,1,250.00,,1,,,
16523,20625,13/4/2017,13/7/2017,13:00:00,13/7/2017,1,4123,,,1,1,1,H/300,1,250.00,,1,,,
16524,20626,13/4/2017,13/7/2017,13:00:00,13/7/2017,1,4276,,,1,1,1,H/300,1,250.00,,1,,,
16525,20627,13/4/2017,13/7/2017,13:00:00,13/7/2017,1,3360,,,1,1,1,H/300,1,250.00,,1,,,
16526,20628,13/4/2017,13/7/2017,13:00:00,13/7/2017,1,2075,,,1,1,1,H/300,1,250.00,,1,,,
16527,20629,13/4/2017,13/7/2017,13:00:00,13/7/2017,1,2485,,,1,1,1,H/300,1,250.00,,1,,,
16528,20630,13/4/2017,13/7/2017,13:00:00,13/7/2017,1,205,,,1,1,1,H/300,1,250.00,,1,,,
16529,20631,13/4/2017,13/7/2017,13:00:00,13/7/2017,1,2030,,,1,1,1,H/300,1,250.00,,1,,,
16530,20632,13/4/2017,13/7/2017,13:00:00,13/7/2017,1,3830,,,1,1,1,H/300,1,300.00,,1,,,
16531,20633,13/4/2017,13/7/2017,13:00:00,13/7/2017,1,4279,,,1,1,1,H/300,1,250.00,,1,,,
16532,20634,13/4/2017,13/7/2017,13:00:00,13/7/2017,1,3967,,,1,1,1,H/300,1,250.00,,1,,,
16533,20637,12/4/2017,12/7/2017,18:00:00,12/7/2017,1,492,,,1,1,1,H/300,1,250.00,,1,,,
16534,20638,12/4/2017,12/7/2017,13:00:00,12/7/2017,1,383,,,1,1,1,H/300,1,250.00,,1,,,
16535,20526,12/4/2017,12/7/2017,13:00:00,12/7/2017,1,487,,,1,1,1,H/300,1,250.00,,1,,,
16536,20639,12/4/2017,12/7/2017,18:30:00,12/7/2017,1,3949,,,1,1,1,H/300,1,2500.00,,2,,,
16537,20640,12/4/2017,12/6/2017,12:00:00,12/6/2017,1,4490,,,1,1,1,H/300,1,600.00,,2,,,
16538,20641,12/4/2017,12/7/2017,16:30:00,12/7/2017,1,4491,,,1,1,1,H/300,1,1000.00,,2,,,
16539,20614,13/4/2017,13/5/2017,13:00:00,13/5/2017,1,4401,,,1,1,1,H/300,1,800.00,,1,,,
16540,20642,12/4/2017,12/7/2017,17:30:00,12/7/2017,1,4492,,,1,1,1,H/300,1,2000.00,,2,,,
16541,20643,13/4/2017,13/7/2017,17:00:00,13/7/2017,1,790,,,1,1,1,H/300,1,1500.00,,2,,,
16542,20644,13/4/2017,13/7/2017,18:00:00,13/7/2017,1,3730,,,1,1,1,H/300,1,1500.00,,2,,,
16543,20645,13/4/2017,13/7/2017,18:30:00,13/7/2017,1,4493,,,1,1,1,H/300,1,1500.00,,2,,,
16544,20646,13/4/2017,13/7/2017,13:00:00,13/7/2017,1,2431,,,1,1,1,H/300,1,500.00,,2,,,
16545,20647,13/4/2017,13/7/2017,13:00:00,13/7/2017,1,3138,,,1,1,1,H/300,1,500.00,,2,,,
16546,20648,13/4/2017,13/7/2017,13:00:00,13/7/2017,1,338,,,1,1,1,H/300,1,850.00,,2,,,
16547,20649,13/4/2017,13/7/2017,13:00:00,13/7/2017,1,337,,,1,1,1,H/300,1,600.00,,2,,,
16548,20650,13/4/2017,13/7/2017,13:00:00,13/7/2017,1,3034,,,1,1,1,H/300,1,650.00,,2,,,
16549,20651,13/4/2017,13/7/2017,13:00:00,13/7/2017,1,3137,,,1,1,1,H/300,1,600.00,,2,,,
16550,20652,14/4/2017,14/7/2017,0:00:00,14/7/2017,1,426,,,1,1,1,H/300,1,550.00,,2,,,
16551,20665,15/4/2017,15/7/2017,10:00:00,15/7/2017,1,4278,,,1,1,1,H/300,1,800.00,,2,,,
16552,20666,13/4/2017,13/7/2017,14:00:00,13/7/2017,1,4286,,,1,1,1,H/300,1,500.00,,2,,,
16553,20667,13/4/2017,13/7/2017,18:00:00,13/7/2017,1,2424,,,1,1,1,H/300,1,600.00,,2,,,
16554,20653,15/4/2017,15/7/2017,13:00:00,15/7/2017,1,2253,,,1,1,1,H/300,1,250.00,,1,,,
16555,20654,15/4/2017,15/7/2017,13:00:00,15/7/2017,1,70,,,1,1,1,H/300,1,250.00,,1,,,
16556,20655,15/4/2017,15/7/2017,13:00:00,15/7/2017,1,3181,,,1,1,1,H/300,1,250.00,,1,,,
16557,20656,15/4/2017,15/7/2017,13:00:00,15/7/2017,1,1972,,,1,1,1,H/300,1,250.00,,1,,,
16558,20657,15/4/2017,15/7/2017,13:00:00,15/7/2017,1,3786,,,1,1,1,H/300,1,250.00,,1,,,
16559,20658,15/4/2017,15/7/2017,13:00:00,15/7/2017,1,1557,,,1,1,1,H/300,1,250.00,,1,,,
16560,20659,15/4/2017,15/7/2017,13:00:00,15/7/2017,1,1179,,,1,1,1,H/300,1,250.00,,1,,,
16561,20660,15/4/2017,15/7/2017,13:00:00,15/7/2017,1,2830,,,1,1,1,H/300,1,250.00,,1,,,
16562,20661,15/4/2017,15/7/2017,13:00:00,15/7/2017,1,918,,,1,1,1,H/300,1,250.00,,1,,,
16563,20662,15/4/2017,15/7/2017,13:00:00,15/7/2017,1,3966,,,1,1,1,H/300,1,250.00,,1,,,
16564,20663,15/4/2017,15/7/2017,13:00:00,15/7/2017,1,3964,,,1,1,1,H/300,1,250.00,,1,,,
16565,20664,15/4/2017,15/7/2017,13:00:00,15/7/2017,1,3551,,,1,1,1,H/300,1,250.00,,1,,,
16566,20668,15/4/2017,15/6/2017,13:00:00,15/6/2017,1,2823,,,1,1,1,H/300,1,800.00,,2,,,
16567,20669,15/4/2017,15/6/2017,13:00:00,15/6/2017,1,2857,,,1,1,1,H/300,1,800.00,,2,,,
16568,20670,15/4/2017,15/6/2017,13:00:00,15/6/2017,1,2511,,,1,1,1,H/300,1,250.00,,1,,,
16569,20671,15/4/2017,15/6/2017,13:00:00,15/6/2017,1,560,,,1,1,1,H/300,1,250.00,,1,,,
16570,20672,15/4/2017,15/6/2017,13:00:00,15/6/2017,1,587,,,1,1,1,H/300,1,500.00,,2,,,
16571,20673,15/4/2017,15/6/2017,13:00:00,15/6/2017,1,588,,,1,1,1,H/300,1,500.00,,2,,,
16572,20674,15/4/2017,15/6/2017,13:00:00,15/6/2017,1,550,,,1,1,1,H/300,1,500.00,,2,,,
16573,20675,15/4/2017,15/6/2017,13:00:00,15/6/2017,1,2856,,,1,1,1,H/300,1,700.00,,2,,,
16574,20676,13/4/2017,13/6/2017,13:00:00,13/6/2017,1,2947,,,1,1,1,H/300,1,250.00,,1,,,
16575,20677,13/4/2017,13/6/2017,13:00:00,13/6/2017,1,3991,,,1,1,1,H/300,1,250.00,,1,,,
16576,20678,13/4/2017,13/6/2017,13:00:00,13/6/2017,1,2955,,,1,1,1,H/300,1,250.00,,1,,,
16577,20679,13/4/2017,13/6/2017,13:00:00,13/6/2017,1,3354,,,1,1,1,H/300,1,250.00,,1,,,
16578,20716,13/4/2017,13/8/2017,13:00:00,13/8/2017,1,4494,,,1,1,1,H/300,1,250.00,,1,,,
16579,20717,13/4/2017,13/8/2017,13:00:00,13/8/2017,1,4495,,,1,1,1,H/300,1,250.00,,1,,,
16580,20718,13/4/2017,13/8/2017,13:00:00,13/8/2017,1,4496,,,1,1,1,H/300,1,250.00,,1,,,
16581,20719,13/4/2017,13/8/2017,13:00:00,13/8/2017,1,4497,,,1,1,1,H/300,1,250.00,,1,,,
16582,20720,13/4/2017,13/8/2017,13:00:00,13/8/2017,1,4498,,,1,1,1,H/300,1,250.00,,1,,,
16583,20680,17/4/2017,17/7/2017,13:00:00,17/7/2017,1,3355,,,1,1,1,H/300,1,250.00,,1,,,
16584,20681,17/4/2017,17/7/2017,13:00:00,17/7/2017,1,53,,,1,1,1,H/300,1,250.00,,1,,,
16585,20682,17/4/2017,17/7/2017,13:00:00,17/7/2017,1,3530,,,1,1,1,H/300,1,250.00,,1,,,
16586,20683,17/4/2017,17/7/2017,13:00:00,17/7/2017,1,2191,,,1,1,1,H/300,1,250.00,,1,,,
16587,20684,17/4/2017,17/7/2017,13:00:00,17/7/2017,1,3978,,,1,1,1,H/300,1,250.00,,1,,,
16588,20685,17/4/2017,17/7/2017,13:00:00,17/7/2017,1,3976,,,1,1,1,H/300,1,250.00,,1,,,
16589,20686,17/4/2017,17/7/2017,13:00:00,17/7/2017,1,3977,,,1,1,1,H/300,1,250.00,,1,,,
16590,20687,17/4/2017,17/7/2017,13:00:00,17/7/2017,1,2608,,,1,1,1,H/300,1,250.00,,1,,,
16591,20688,17/4/2017,17/7/2017,13:00:00,17/7/2017,1,3807,,,1,1,1,H/300,1,250.00,,1,,,
16592,20689,17/4/2017,17/7/2017,13:00:00,17/7/2017,1,2313,,,1,1,1,H/300,1,250.00,,1,,,
16593,20690,17/4/2017,17/7/2017,13:00:00,17/7/2017,1,4125,,,1,1,1,H/300,1,250.00,,1,,,
16594,20691,17/4/2017,17/7/2017,13:00:00,17/7/2017,1,4131,,,1,1,1,H/300,1,250.00,,1,,,
16595,20692,17/4/2017,17/7/2017,13:00:00,17/7/2017,1,3194,,,1,1,1,H/300,1,250.00,,1,,,
16596,20693,17/4/2017,17/7/2017,13:00:00,17/7/2017,1,1002,,,1,1,1,H/300,1,250.00,,1,,,
16597,20694,17/4/2017,17/7/2017,13:00:00,17/7/2017,1,1209,,,1,1,1,H/300,1,250.00,,1,,,
16598,20695,17/4/2017,17/7/2017,13:00:00,17/7/2017,1,2876,,,1,1,1,H/300,1,250.00,,1,,,
16599,20695,17/4/2017,17/7/2017,13:00:00,17/7/2017,1,212,,,1,1,1,H/300,1,250.00,,1,,,
16600,20696,17/4/2017,17/7/2017,13:00:00,17/7/2017,1,669,,,1,1,1,H/300,1,250.00,,1,,,
16601,20697,17/4/2017,17/7/2017,13:00:00,17/7/2017,1,1830,,,1,1,1,H/300,1,250.00,,1,,,
16602,20698,17/4/2017,17/7/2017,13:00:00,17/7/2017,1,3050,,,1,1,1,H/300,1,250.00,,1,,,
16603,20698,17/4/2017,17/6/2017,13:00:00,17/6/2017,1,664,,,1,1,1,H/300,1,600.00,,2,,,
16604,20699,17/4/2017,17/5/2017,13:00:00,17/5/2017,1,1373,,,1,1,1,H/300,1,4800.00,,2,,,
16605,20700,17/4/2017,17/5/2017,13:00:00,17/5/2017,1,2710,,,1,1,1,H/300,1,4800.00,,2,,,
16606,20701,17/4/2017,17/5/2017,13:00:00,17/5/2017,1,2935,,,1,1,1,H/300,1,10.20,,2,,,
16607,20702,17/4/2017,17/5/2017,13:00:00,17/5/2017,1,3065,,,1,1,1,H/300,1,7700.00,,2,,,
16608,20703,17/4/2017,17/5/2017,13:00:00,17/5/2017,1,3104,,,1,1,1,H/300,1,600.00,,2,,,
16609,20705,17/4/2017,17/5/2017,13:00:00,17/5/2017,1,3489,,,1,1,1,H/300,1,0.00,,1,,,
16610,20704,17/4/2017,17/5/2017,13:00:00,17/5/2017,1,3488,,,1,1,1,H/300,1,0.00,,1,,,
16611,20706,17/4/2017,17/5/2017,13:00:00,17/5/2017,1,3491,,,1,1,1,H/300,1,0.00,,1,,,
16612,20707,17/4/2017,17/5/2017,13:00:00,17/5/2017,1,3490,,,1,1,1,H/300,1,0.00,,1,,,
16613,20708,17/4/2017,17/6/2017,13:00:00,17/6/2017,1,2938,,,1,1,1,H/300,1,500.00,,2,,,
16614,20709,17/4/2017,17/6/2017,13:00:00,17/6/2017,1,2940,,,1,1,1,H/300,1,600.00,,2,,,
16615,20710,17/4/2017,17/6/2017,13:00:00,17/6/2017,1,4003,,,1,1,1,H/300,1,250.00,,1,,,
16616,20711,17/4/2017,17/6/2017,13:00:00,17/6/2017,1,3623,,,1,1,1,H/300,1,250.00,,1,,,
16617,20712,17/4/2017,17/6/2017,13:00:00,17/6/2017,1,3622,,,1,1,1,H/300,1,250.00,,1,,,
16618,20713,17/4/2017,17/6/2017,13:00:00,17/6/2017,1,3797,,,1,1,1,H/300,1,1100.00,,2,,,
16619,20714,17/4/2017,17/6/2017,13:00:00,17/6/2017,1,3783,,,1,1,1,H/300,1,1500.00,,2,,,
16620,20715,17/4/2017,17/6/2017,13:00:00,17/6/2017,1,3796,,,1,1,1,H/300,1,1500.00,,2,,,
16621,20731,17/4/2017,17/7/2017,20:00:00,17/7/2017,1,1278,,,1,1,1,H/300,1,500.00,,2,,,
16622,20732,15/4/2017,15/7/2017,13:00:00,15/7/2017,1,4015,,,1,1,1,H/300,1,1000.00,,2,,,
